dataset,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,percent_bias,coverage_rate,AW,class_score,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
tictactoe,oracle,0,2.033511155,0,0,0,0.8996244339,0.8996244339,0.9049324101,1,0.1440972222,0,0,0,8.34E-01,6.53E-05,0,0,0,0.9787439883,0.9787439883,0.9787439883,0,0,0,0.7195647636,0.7195647636,0.7195647636,0,0,0,0.9097889033,0.9097889033,0.9386755051,0,0,0,0.9904000804,0.9904000804,0.9827453833
tictactoe,CTGAN,1.870982543,2.288326486,0,0,0,0.8996244339,0.4346231148,0.6667856368,0.4391644909,0.5177083333,0,0,0,0.3746825767,12.59432125,0,0,0,0.9787439883,0.4089200502,0.5801891,0,0,0,0.7195647636,0.4076566013,0.5758268922,0,0,0,0.9097889033,0.446220703,0.7171241099,0,0,0,0.9904000804,0.4756951047,0.7940024451
tictactoe,GaussianCopula,1.860528279,2.314778855,0,0,0,0.8996244339,0.5218294073,0.7143697751,0.4396866841,0.5201388889,0,0,0,0.3782363199,1.20332106,0,0,0,0.9787439883,0.5275871395,0.6486990458,0,0,0,0.7195647636,0.528935504,0.6442628607,0,0,0,0.9097889033,0.5207755971,0.7661523782,0,0,0,0.9904000804,0.5100193886,0.7983648156
tictactoe,TVAE,1.520103231,2.032932202,0,0,0,0.8996244339,0.612488601,0.7333991443,0.6250652742,0.596875,0,0,0,0.4254417234,5.739150206,0,0,0,0.9787439883,0.6103164357,0.6704753153,0,0,0,0.7195647636,0.6135488568,0.6472168012,0,0,0,0.9097889033,0.6225722355,0.7792323332,0,0,0,0.9904000804,0.6035168759,0.8366721277
tictactoe,CopulaGAN,1.900224314,2.333428886,0,0,0,0.8996244339,0.4814944339,0.7111254015,0.4179286336,0.49375,0,0,0,0.3813592593,9.158595244,0,0,0,0.9787439883,0.4665072063,0.6376330605,0,0,0,0.7195647636,0.4673542904,0.6346966457,0,0,0,0.9097889033,0.489581123,0.7628082947,0,0,0,0.9904000804,0.5025351158,0.8093636049
tictactoe,CTABGAN,1.921948695,2.348179622,0,0,0,0.8996244339,0.4813146359,0.7073796062,0.4203655352,0.4958333333,0,0,0,0.3906896902,7.734677792,0,0,0,0.9787439883,0.45176074,0.6285179458,0,0,0,0.7195647636,0.4528763475,0.624823534,0,0,0,0.9097889033,0.4978741577,0.765219744,0,0,0,0.9904000804,0.5227472986,0.8109572012
tictactoe,stasy,1.725945255,2.184287147,0,0,0,0.8996244339,0.6015217521,0.7535627006,0.5492602263,0.5836805556,0,0,0,0.3927864334,281.2448065,0,0,0,0.9787439883,0.6272791811,0.7130215956,0,0,0,0.7195647636,0.6226165963,0.6819901203,0,0,0,0.9097889033,0.5813992274,0.787434225,0,0,0,0.9904000804,0.5747920037,0.8318048614
tictactoe,TabDDPM,0.8015184315,2.007685789,0,0,0,0.8996244339,0.8784521769,0.9018671503,0.6208006963,0.2274305556,0,0,0,0.2964785502,503.0394889,0,0,0,0.9787439883,0.9704062495,0.976834731,0,0,0,0.7195647636,0.7129524574,0.721679678,0,0,0,0.9097889033,0.8715676197,0.925890903,0,0,0,0.9904000804,0.9588823808,0.9830632893
congress,oracle,0,2.399776232,0,0,0,0.9466191907,0.9466191907,0.9468858772,0.9932950192,0.9310344828,0,0,0,0.8322266662,8.66E-05,0,0,0,0.9278383913,0.9278383913,0.9278383913,0,0,0,0.95171629,0.95171629,0.95171629,0,0,0,0.9510797494,0.9510797494,0.9517972123,0,0,0,0.955842332,0.955842332,0.9561916151
congress,CTGAN,4.965782153,5.32526912,0,0,0,0.9466191907,0.5037103938,0.9246900236,0.225862069,0.2781609195,0,0,0,0.4309576656,11.21366175,0,0,0,0.9278383913,0.5127585674,0.9224359077,0,0,0,0.95171629,0.5098681019,0.9171462937,0,0,0,0.9510797494,0.4843444911,0.9366547481,0,0,0,0.955842332,0.5078704148,0.9225231448
congress,GaussianCopula,4.126527272,4.648399664,0,0,0,0.9466191907,0.8494535441,0.9278458067,0.3250957854,0.4245210728,0,0,0,0.41107994,1.381268978,0,0,0,0.9278383913,0.8910031865,0.9282650723,0,0,0,0.95171629,0.8906435907,0.9211846959,0,0,0,0.9510797494,0.8380266989,0.9404978754,0,0,0,0.955842332,0.7781407002,0.9214355831
congress,TVAE,2.465052389,2.672149017,0,0,0,0.9466191907,0.8756956174,0.9364657968,0.5858237548,0.7302681992,0,0,0,0.4760654915,3.363383849,0,0,0,0.9278383913,0.8428669607,0.9301486409,0,0,0,0.95171629,0.8459891786,0.9351368596,0,0,0,0.9510797494,0.9082158599,0.940326262,0,0,0,0.955842332,0.9057104702,0.9402514247
congress,CopulaGAN,4.935631349,5.434169775,0,0,0,0.9466191907,0.5445824981,0.9226660909,0.2212643678,0.2973180077,0,0,0,0.4316891858,11.11021034,0,0,0,0.9278383913,0.5731047591,0.9151273669,0,0,0,0.95171629,0.566091782,0.9105138485,0,0,0,0.9510797494,0.49131051,0.9400689293,0,0,0,0.955842332,0.5478229411,0.924954219
congress,CTABGAN,4.379473497,4.810035741,0,0,0,0.9466191907,0.5536896992,0.9311871422,0.3804597701,0.4681992337,0,0,0,0.4278434537,11.81387671,0,0,0,0.9278383913,0.5928198697,0.9319671036,0,0,0,0.95171629,0.5868423307,0.927583547,0,0,0,0.9510797494,0.502144863,0.9384555014,0,0,0,0.955842332,0.5329517336,0.9267424167
congress,stasy,3.298376849,3.763592905,0,0,0,0.9466191907,0.9218925015,0.9418451351,0.6153256705,0.7524904215,0,0,0,0.3956895962,214.2097344,0,0,0,0.9278383913,0.9247307174,0.9395276124,0,0,0,0.95171629,0.9201654412,0.9379408115,0,0,0,0.9510797494,0.9223226569,0.9465428025,0,0,0,0.955842332,0.9203511906,0.9433693139
congress,TabDDPM,1.046809754,2.385951724,0,0,0,0.9466191907,0.9464388672,0.9457963476,0.9011494253,0.8735632184,0,0,0,0.3210400677,622.3422991,0,0,0,0.9278383913,0.9479637881,0.9342648435,0,0,0,0.95171629,0.9477658183,0.9500507359,0,0,0,0.9510797494,0.9422077159,0.949365845,0,0,0,0.955842332,0.9478181464,0.9495039659
car,oracle,0,1.101833408,0,0,0,0.7444092371,0.7444092371,0.742508067,1,0.3285163776,0,0,0,0.8337711006,9.55E-05,0,0,0,0.8649293999,0.8649293999,0.8649293999,0,0,0,0.5903696489,0.5903696489,0.5903696489,0,0,0,0.6097108019,0.6097108019,0.5914898281,0,0,0,0.9126270976,0.9126270976,0.923243391
car,CTGAN,1.068124584,1.328649723,0,0,0,0.7444092371,0.2479759426,0.3487334751,0.2771828268,0.5034682081,0,0,0,0.3878910627,20.61362592,0,0,0,0.8649293999,0.2397546198,0.3339825397,0,0,0,0.5903696489,0.2386517501,0.3188460374,0,0,0,0.6097108019,0.2610148974,0.3258731568,0,0,0,0.9126270976,0.2524825031,0.4162321664
car,GaussianCopula,0.8461682816,1.232346461,0,0,0,0.7444092371,0.2821242995,0.3979925454,0.3178485287,0.5512524085,0,0,0,0.3339517928,0.9749813875,0,0,0,0.8649293999,0.2754745805,0.4092265117,0,0,0,0.5903696489,0.2831011806,0.3941844775,0,0,0,0.6097108019,0.2852896931,0.3455010426,0,0,0,0.9126270976,0.2846317437,0.44305815
car,TVAE,0.7231610709,1.136609671,0,0,0,0.7444092371,0.4732101221,0.6421299781,0.411384467,0.5439306358,0,0,0,0.3696427361,9.306984107,0,0,0,0.8649293999,0.4986754768,0.697242477,0,0,0,0.5903696489,0.4613579348,0.6254237086,0,0,0,0.6097108019,0.442111633,0.5274938484,0,0,0,0.9126270976,0.4906954436,0.7183598785
car,CopulaGAN,0.9552050105,1.266562124,0,0,0,0.7444092371,0.2308911708,0.3263906989,0.3042932947,0.5221579961,0,0,0,0.3771991476,16.36655084,0,0,0,0.8649293999,0.2072918326,0.2900448125,0,0,0,0.5903696489,0.2072178366,0.2709456241,0,0,0,0.6097108019,0.2542186698,0.3194577227,0,0,0,0.9126270976,0.2548363444,0.4251146362
car,CTABGAN,0.8038774034,1.166434661,0,0,0,0.7444092371,0.3433645125,0.4054964846,0.3481427882,0.5655105973,0,0,0,0.354017358,14.43458645,0,0,0,0.8649293999,0.3412728134,0.3932922973,0,0,0,0.5903696489,0.3399354069,0.3890509097,0,0,0,0.6097108019,0.3496583228,0.3857987303,0,0,0,0.9126270976,0.3425915069,0.4538440011
car,stasy,0.9286651501,1.234789597,0,0,0,0.7444092371,0.4628482373,0.587527432,0.3867824409,0.5628131021,0,0,0,0.3790307995,503.1258924,0,0,0,0.8649293999,0.4648185961,0.6653337544,0,0,0,0.5903696489,0.4783039851,0.5754045278,0,0,0,0.6097108019,0.438517355,0.4845102151,0,0,0,0.9126270976,0.4697530132,0.6248612307
car,TabDDPM,0.7925778007,1.18291791,0,0,0,0.7444092371,0.2311963059,0.3064128826,0.341775205,0.5475915222,0,0,0,0.3388868642,461.3481055,0,0,0,0.8649293999,0.2057823129,0.2661854393,0,0,0,0.5903696489,0.2057823129,0.2369155645,0,0,0,0.6097108019,0.2527893826,0.3041100302,0,0,0,0.9126270976,0.260431215,0.4184404964
california,oracle,0,0,0.6559524382,0.6559524382,0.6605956374,0,0,0,1,0.9628552972,9.59E-16,1,0.3477156137,0.8334454317,0.001338561376,0.5974351433,0.5974351433,0.5974351433,0,0,0,0.3911435852,0.3911435852,0.411008101,0,0,0,0.804350173,0.804350173,0.8024105089,0,0,0,0.8308808513,0.8308808513,0.8315287965,0,0,0
california,CTGAN,0,0,0.6559524382,-0.5801193011,0.6136467585,0,0,0,0.2912346576,0.6097868217,895.7265203,0.02962962963,0.2871001652,0.4281298467,224.8376459,0.5974351433,-3.430996839,0.5368429307,0,0,0,0.3911435852,0.2895589287,0.3597984624,0,0,0,0.804350173,0.4497380611,0.7714654943,0,0,0,0.8308808513,0.3712226443,0.7864801468,0,0,0
california,GaussianCopula,0,0,0.6559524382,-0.3468662467,0.6434957154,0,0,0,0.117619509,0.3285368217,556.4386151,0.01481481481,0.1516968881,0.442320693,8.591546615,0.5974351433,-2.968624303,0.5616931645,0,0,0,0.3911435852,0.4380329632,0.4463781406,0,0,0,0.804350173,0.5798013816,0.7683043583,0,0,0,0.8308808513,0.5633249716,0.7976071981,0,0,0
california,TVAE,0,0,0.6559524382,-3.422093694,0.642433032,0,0,0,0.4553617571,0.795381137,1368.307498,0.03703703704,0.2356975048,0.4358668385,172.0176299,0.5974351433,-15.54109078,0.5772823533,0,0,0,0.3911435852,0.5257304671,0.4265090607,0,0,0,0.804350173,0.6708612781,0.7713973959,0,0,0,0.8308808513,0.6561242587,0.7945433182,0,0,0
california,CopulaGAN,0,0,0.6559524382,-0.1542155534,0.612931919,0,0,0,0.224559916,0.4901324289,293.210709,0.08888888889,0.303621858,0.4368535353,227.8800828,0.5974351433,-0.9495710013,0.5029709729,0,0,0,0.3911435852,0.06336162286,0.3834394648,0,0,0,0.804350173,0.1805127434,0.7786602154,0,0,0,0.8308808513,0.08883442155,0.7866570228,0,0,0
california,CTABGAN,0,0,0.6559524382,0.5051474192,0.6446767853,0,0,0,0.1757671189,0.4745801034,80.00517432,0.1777777778,0.2956754167,0.4529944607,192.7724761,0.5974351433,0.5389127939,0.578345785,0,0,0,0.3911435852,0.43566275,0.4023543882,0,0,0,0.804350173,0.5322227304,0.7895476261,0,0,0,0.8308808513,0.5137914024,0.8084593418,0,0,0
california,stasy,0,0,0.6559524382,0.5916552245,0.6467581699,0,0,0,0.3838460917,0.785255168,93.8061907,0.1555555556,0.331857225,0.447749729,4826.576777,0.5974351433,0.5831615197,0.5897416414,0,0,0,0.3911435852,0.3847392891,0.3610915401,0,0,0,0.804350173,0.7005593219,0.8138399999,0,0,0,0.8308808513,0.6981607675,0.8223594982,0,0,0
california,TabDDPM,0,0,0.6559524382,0.6465070626,0.6609869138,0,0,0,0.667118863,0.926873385,57.8382828,0.2814814815,0.3333082076,0.3634555269,239.9954032,0.5974351433,0.5840431416,0.5866622,0,0,0,0.3911435852,0.4318702583,0.4227780031,0,0,0,0.804350173,0.7784916324,0.8064583781,0,0,0,0.8308808513,0.7916232181,0.8280490739,0,0,0
bean,oracle,0,0,0,0,0,0.8076729461,0.8076729461,0.7960192638,1,0.9618068307,0,0,0,0.8332770088,0.0004368623098,0,0,0,0.8506566866,0.8506566866,0.8029091775,0,0,0,0.5081498776,0.5081498776,0.5081498776,0,0,0,0.9339874155,0.9339874155,0.9341339131,0,0,0,0.9378978047,0.9378978047,0.9388840869
bean,CTGAN,0,0,0,0,0,0.8076729461,0.6136804325,0.7318987297,0.0002387950037,0.004357938548,0,0,0,0.4553415729,250.1457235,0,0,0,0.8506566866,0.3622439161,0.5629221392,0,0,0,0.5081498776,0.449777225,0.4946335607,0,0,0,0.9339874155,0.8216109748,0.9334274265,0,0,0,0.9378978047,0.8210896141,0.9366117924
bean,GaussianCopula,0,0,0,0,0,0.8076729461,0.2080128503,0.7343852325,0.0005449424443,0.001199657241,0,0,0,0.7219942711,26.8399411,0,0,0,0.8506566866,0.143779262,0.61242213,0,0,0,0.5081498776,0.230442203,0.453718,0,0,0,0.9339874155,0.231683952,0.9346404772,0,0,0,0.9378978047,0.2261459841,0.9367603227
bean,TVAE,0,0,0,0,0,0.8076729461,0.6853506466,0.7565837387,0.01188464364,0.0912473987,0,0,0,0.4486997634,161.6980365,0,0,0,0.8506566866,0.5680338886,0.8173065348,0,0,0,0.5081498776,0.4328433025,0.3440433674,0,0,0,0.9339874155,0.8801930267,0.9303852824,0,0,0,0.9378978047,0.8603323684,0.9345997702
bean,CopulaGAN,0,0,0,0,0,0.8076729461,0.6809043145,0.8204340281,8.57E-05,0.0003427592117,0,0,0,0.6990590864,279.1327603,0,0,0,0.8506566866,0.3220939061,0.6792143909,0,0,0,0.5081498776,0.7184833456,0.7328088451,0,0,0,0.9339874155,0.8420860508,0.9336009447,0,0,0,0.9378978047,0.8409539555,0.9361119315
bean,CTABGAN,0,0,0,0,0,0.8076729461,0.8058834085,0.8238942148,0.06443179035,0.3038560411,0,0,0,0.4572746217,133.4045111,0,0,0,0.8506566866,0.8041850595,0.8131801365,0,0,0,0.5081498776,0.5895257403,0.6129128495,0,0,0,0.9339874155,0.9189008893,0.9340559324,0,0,0,0.9378978047,0.9109219447,0.9354279406
bean,stasy,0,0,0,0,0,0.8076729461,0.4520720926,0.7282673173,0.003539064413,0.01535071612,0,0,0,0.9165854503,3211.104899,0,0,0,0.8506566866,0.05902430902,0.4865380569,0,0,0,0.5081498776,0.4440870528,0.5553888809,0,0,0,0.9339874155,0.6496754197,0.9340128843,0,0,0,0.9378978047,0.6555015888,0.9371294471
bean,TabDDPM,0,0,0,0,0,0.8076729461,0.7937335918,0.8017871592,0.750361254,0.9585995838,0,0,0,0.3372261349,255.2021008,0,0,0,0.8506566866,0.8084946776,0.8129034455,0,0,0,0.5081498776,0.4965443519,0.519316477,0,0,0,0.9339874155,0.9338746706,0.9359733678,0,0,0,0.9378978047,0.9360206673,0.9389553463
