dataset,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,percent_bias,coverage_rate,AW,class_score,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
wine,CTABGAN,2.025772241,2.204020691,0,0,0,0.9560277573,0.4617831453,0.9293093887,0.1906103286,0.4148148148,0,0,0,0.4524849182,6.953969638,0,0,0,0.946394619,0.4931344373,0.9536505604,0,0,0,0.9093720944,0.4340053489,0.8338399569,0,0,0,0.9982675329,0.4760951181,0.987647159,0,0,0,0.9700767828,0.4438976767,0.9420998787
wine,stasy,1.565230749,1.816959607,0,0,0,0.9560277573,0.9067541979,0.9547376677,0.6201877934,0.8148148148,0,0,0,0.4004539287,181.7879361,0,0,0,0.946394619,0.9286532736,0.9663737744,0,0,0,0.9093720944,0.7717923291,0.8661567873,0,0,0,0.9982675329,0.9738500083,0.9968815592,0,0,0,0.9700767828,0.9527211807,0.9895385499
wine,TabDDPM,0.7122166776,1.530536897,0,0,0,0.9560277573,0.9287364735,0.9539052486,9.35E-01,0.9074074074,0,0,0,0.2952725625,226.4809956,0,0,0,0.946394619,0.9320226916,0.955620609,0,0,0,0.9093720944,0.8312069992,0.888287463,0,0,0,0.9982675329,0.9885763187,0.9975745461,0,0,0,0.9700767828,0.9631398846,0.9741383763
parkinsons,oracle,0,1.704957945,0,0,0,0.8238306255,0.8238306255,0.8057836949,1,0.9829059829,0,0,0,8.32E-01,5.68E-05,0,0,0,0.709725269,0.709725269,0.709725269,0,0,0,0.8621966794,0.8621966794,0.8621966794,0,0,0,0.8572741829,0.8572741829,0.859124119,0,0,0,0.8661263704,0.8661263704,0.792088712
parkinsons,CTGAN,4.261702479,4.226775203,0,0,0,0.8238306255,0.4189745437,0.7902522438,0,0.02393162393,0,0,0,0.6345026314,15.28064982,0,0,0,0.709725269,0.4105850754,0.6890755451,0,0,0,0.8621966794,0.4376970112,0.7841642048,0,0,0,0.8572741829,0.3928333053,0.8436509428,0,0,0,0.8661263704,0.4347827828,0.8441182824
parkinsons,GaussianCopula,2.400979503,2.634046935,0,0,0,0.8238306255,0.5581402311,0.8126340528,0.06495726496,0.3538461538,0,0,0,0.8301922779,4.065370719,0,0,0,0.709725269,0.3600623482,0.7074994547,0,0,0,0.8621966794,0.5839893622,0.8154604272,0,0,0,0.8572741829,0.6290293191,0.8451113947,0,0,0,0.8661263704,0.6594798949,0.8824649348
parkinsons,TVAE,2.392226313,2.375449746,0,0,0,0.8238306255,0.5575096935,0.8159770524,0.102991453,0.441025641,0,0,0,0.4550770847,9.707003117,0,0,0,0.709725269,0.6530478596,0.7576132413,0,0,0,0.8621966794,0.5501146477,0.8233043713,0,0,0,0.8572741829,0.4781853964,0.8097546201,0,0,0,0.8661263704,0.5486908705,0.8732359771
parkinsons,CopulaGAN,4.522203181,4.574073272,0,0,0,0.8238306255,0.3617039503,0.8043069228,0,0.001709401709,0,0,0,0.8147424986,20.94553622,0,0,0,0.709725269,0.2655434295,0.6963672161,0,0,0,0.8621966794,0.4268205076,0.7901328139,0,0,0,0.8572741829,0.3327371502,0.8564180755,0,0,0,0.8661263704,0.4217147139,0.8743095857
parkinsons,CTABGAN,2.072274102,2.104546662,0,0,0,0.8238306255,0.6365445774,0.8025231934,0.1461538462,0.6358974359,0,0,0,0.4881887651,7.674502929,0,0,0,0.709725269,0.6457486658,0.7270868938,0,0,0,0.8621966794,0.57997261,0.8106354743,0,0,0,0.8572741829,0.669958313,0.826298342,0,0,0,0.8661263704,0.6504987208,0.8460720634
parkinsons,stasy,2.405077462,2.79806567,0,0,0,0.8238306255,0.6537875235,0.8187609324,0.2726495726,0.694017094,0,0,0,0.4286649114,184.5243247,0,0,0,0.709725269,0.632900416,0.7036357722,0,0,0,0.8621966794,0.6510644562,0.8293769719,0,0,0,0.8572741829,0.6553573662,0.8542744704,0,0,0,0.8661263704,0.6758278557,0.887756515
parkinsons,TabDDPM,2.942295998,3.717156862,0,0,0,0.8238306255,0.7720515382,0.8272302473,0.8692307692,0.9247863248,0,0,0,3.37E-01,225.8294028,0,0,0,0.709725269,0.7161193219,0.7323568581,0,0,0,0.8621966794,0.7983206232,0.8389949443,0,0,0,0.8572741829,0.7826000376,0.8667050712,0,0,0,0.8661263704,0.7911661701,0.8708641154
climate_model_crashes,oracle,0,3.879358003,0,0,0,0.7608071444,0.7608071444,0.7820156783,1,0.950617284,0,0,0,0.8321472436,7.03E-05,0,0,0,0.8369939188,0.8369939188,0.8369939188,0,0,0,0.8195912949,0.8195912949,0.8195912949,0,0,0,0.5376682743,0.5376682743,0.6375934172,0,0,0,0.8489750894,0.8489750894,0.8338840824
climate_model_crashes,CTGAN,4.332528886,4.657592787,0,0,0,0.7608071444,0.3720608707,0.59838256,0.3589506173,0.6456790123,0,0,0,0.4714842135,14.87651364,0,0,0,0.8369939188,0.3726530876,0.5867713071,0,0,0,0.8195912949,0.3845205382,0.606437658,0,0,0,0.5376682743,0.3605449125,0.5497333838,0,0,0,0.8489750894,0.3705249445,0.6505878912
climate_model_crashes,GaussianCopula,3.592091949,3.954727772,0,0,0,0.7608071444,0.5623542199,0.6260166255,0.7384259259,0.9444444444,0,0,0,0.307245691,1.830239852,0,0,0,0.8369939188,0.5806317164,0.6944613801,0,0,0,0.8195912949,0.5874263404,0.6324579323,0,0,0,0.5376682743,0.4993687407,0.508642658,0,0,0,0.8489750894,0.5819900819,0.6685045318
climate_model_crashes,TVAE,3.770792948,4.15382875,0,0,0,0.7608071444,0,0.6924946963,0.5439814815,0.7790123457,0,0,0,0.4513414288,12.37558015,0,0,0,0.8369939188,0,0.8039680117,0,0,0,0.8195912949,0,0.7265879993,0,0,0,0.5376682743,0,0.4782608696,0,0,0,0.8489750894,0,0.7611619048
climate_model_crashes,CopulaGAN,4.964725771,5.296084938,0,0,0,0.7608071444,0.3944086829,0.6528898169,0.1643518519,0.3567901235,0,0,0,0.4819098747,16.3944567,0,0,0,0.8369939188,0.4337802681,0.6754488972,0,0,0,0.8195912949,0.4177303265,0.6572901915,0,0,0,0.5376682743,0.3466107845,0.5295199306,0,0,0,0.8489750894,0.3795133524,0.7493002484
climate_model_crashes,CTABGAN,3.600029757,3.913164809,0,0,0,0.7608071444,0.6647017472,0.7238481622,0.6685185185,0.8969135802,0,0,0,0.4687415737,7.459560792,0,0,0,0.8369939188,0.7076878039,0.798765947,0,0,0,0.8195912949,0.6461242872,0.7450730982,0,0,0,0.5376682743,0.6104546314,0.5996286609,0,0,0,0.8489750894,0.6945402664,0.7519249425
climate_model_crashes,stasy,3.550571365,3.986613807,0,0,0,0.7608071444,0.7588640572,0.7865077058,0.7486111111,0.9160493827,0,0,0,4.40E-01,229.9752077,0,0,0,0.8369939188,0.8065041339,0.8430790077,0,0,0,0.8195912949,0.7631522197,0.8106449841,0,0,0,0.5376682743,0.6643215652,0.646400029,0,0,0,0.8489750894,0.80147831,0.8459068025
climate_model_crashes,TabDDPM,1.885443438,3.781474446,0,0,0,0.7608071444,0.7428850091,0.7768259667,0.9665123457,0.9518518519,0,0,0,0.3365456113,229.8305368,0,0,0,0.8369939188,0.7936526538,0.8439823575,0,0,0,0.8195912949,0.8035529052,0.8141160846,0,0,0,0.5376682743,0.586040161,0.6099685093,0,0,0,0.8489750894,0.7882943162,0.8392369156
concrete_compression,oracle,0,0.4850938102,0.7890316565,0.7890316565,0.7879022133,0,0,0,0.9716828479,0.9611650485,4.14E-16,1,13.02237084,0.8330732194,5.05E-05,0.5759607897,0.5759607897,0.5759607897,0,0,0,0.7630503934,0.7630503934,0.7585071849,0,0,0,0.904734688,0.904734688,0.9047601789,0,0,0,0.9123807549,0.9123807549,0.9123806996,0,0,0
concrete_compression,CTGAN,1.14439048,1.22063703,0.7890316565,-0.4875701116,0.6569207411,0,0,0,0.02346278317,0.1902912621,128.815717,0.1185185185,5.055728024,0.4740587099,11.46820688,0.5759607897,-0.5191554595,0.44369972,0,0,0,0.7630503934,-0.2459066794,0.4107224725,0,0,0,0.904734688,-0.4203863508,0.885319894,0,0,0,0.9123807549,-0.7648319567,0.887940878,0,0,0
concrete_compression,GaussianCopula,1.010272115,1.066824215,0.7890316565,0.1171038318,0.7708905851,0,0,0,0.03292880259,0.272815534,334.4412887,0.06666666667,11.12178549,0.4747831454,1.153286378,0.5759607897,-1.389832502,0.5551757219,0,0,0,0.7630503934,0.6449561294,0.7257598384,0,0,0,0.904734688,0.6646819385,0.8965542032,0,0,0,0.9123807549,0.5486097612,0.906072577,0,0,0
concrete_compression,TVAE,0.684260054,0.771882816,0.7890316565,0.4779702064,0.7413643788,0,0,0,0.11197411,0.4873786408,216.537165,0.0962962963,5.445243617,0.4579754725,11.88088679,0.5759607897,0.4703186624,0.5491695937,0,0,0,0.7630503934,0.4903358142,0.6191673855,0,0,0,0.904734688,0.5385606988,0.8948416367,0,0,0,0.9123807549,0.4126656502,0.9022788994,0,0,0
concrete_compression,CopulaGAN,1.203032522,1.246719124,0.7890316565,-0.281590718,0.6636367017,0,0,0,0.02305825243,0.1922330097,126.0806289,0.1333333333,6.159451396,0.4725153472,8.994383891,0.5759607897,-0.1692281969,0.4457513312,0,0,0,0.7630503934,-0.1159519479,0.4470609654,0,0,0,0.904734688,-0.2481338717,0.8844478706,0,0,0,0.9123807549,-0.5930488556,0.8772866397,0,0,0
concrete_compression,CTABGAN,1.064797022,1.115999019,0.7890316565,-0.001361461053,0.7211505691,0,0,0,0.01699029126,0.1511326861,333.4645008,0.01481481481,6.562355006,5.20E-01,6.926073472,0.5759607897,-0.1565170146,0.4564180185,0,0,0,0.7630503934,0.1282443061,0.6251888756,0,0,0,0.904734688,0.1036654643,0.8984684608,0,0,0,0.9123807549,-0.08083860008,0.9045269214,0,0,0
concrete_compression,stasy,0.8047522359,0.8552701884,0.7890316565,-26.36419527,0.7627002521,0,0,0,0.146197411,0.5414239482,318.6114658,0.437037037,12.07855173,0.4870889218,299.393508,0.5759607897,-107.3726937,0.5464172071,0,0,0,0.7630503934,0.606373374,0.7029140124,0,0,0,0.904734688,0.6688688788,0.8969566598,0,0,0,0.9123807549,0.6406703465,0.9045131293,0,0,0
concrete_compression,TabDDPM,0.2230376531,0.5133240009,0.7890316565,0.762229058,0.7845405359,0,0,0,0.8482200647,0.916828479,23.1473394,0.9111111111,13.18798145,0.37492108,220.7882928,0.5759607897,0.5730381624,0.5756016362,0,0,0,0.7630503934,0.7509724829,0.7523581983,0,0,0,0.904734688,0.8599854301,0.9030760911,0,0,0,0.9123807549,0.8649201566,0.9071262179,0,0,0
yacht_hydrodynamics,oracle,0,0.4997463846,0.8956182635,0.8956182635,0.8954057115,0,0,0,1,0.9408602151,1.87E-15,1,70.42086517,0.8329483696,4.07E-05,0.5993811972,0.5993811972,0.5993811972,0,0,0,0.9897862716,0.9897862716,0.9888253992,0,0,0,0.9970182189,0.9970182189,0.9971295588,0,0,0,0.9962873662,0.9962873662,0.9962866907,0,0,0
yacht_hydrodynamics,CTGAN,1.009320547,1.096663237,0.8956182635,-0.6051620637,0.6973456229,0,0,0,0.02113821138,0.4215053763,146.2539624,0.4952380952,68.84673234,0.4668913124,6.318255742,0.5993811972,-0.2204451199,0.4847628669,0,0,0,0.9897862716,-0.6661496428,0.4007406197,0,0,0,0.9970182189,-0.5129355566,0.9469919222,0,0,0,0.9962873662,-1.021117936,0.9568870827,0,0,0
yacht_hydrodynamics,GaussianCopula,0.978794222,1.100635769,0.8956182635,0.7315183163,0.8495405689,0,0,0,0.02845528455,0.4365591398,187.598842,0.5333333333,45.46012208,0.476926398,0.7949449221,0.5993811972,0.5313919011,0.5918476956,0,0,0,0.9897862716,0.7574545611,0.8490242234,0,0,0,0.9970182189,0.8575891664,0.9846175237,0,0,0,0.9962873662,0.7796376365,0.9726728328,0,0,0
yacht_hydrodynamics,TVAE,0.7628095561,0.8279353968,0.8956182635,-0.5270383506,0.790574215,0,0,0,0.1070460705,0.5430107527,218.9100994,0.5428571429,55.74294637,0.4651148428,4.259398381,0.5993811972,-2.656900007,0.5479690496,0,0,0,0.9897862716,0.3010650054,0.7528311653,0,0,0,0.9970182189,0.2873232166,0.9397744649,0,0,0,0.9962873662,-0.03964161753,0.9217221802,0,0,0
yacht_hydrodynamics,CopulaGAN,1.105771577,1.24479826,0.8956182635,-1.085042382,0.624287468,0,0,0,0.02032520325,0.3860215054,143.8158975,0.5047619048,53.73225249,4.72E-01,7.049241066,0.5993811972,-0.8589749674,0.2539279634,0,0,0,0.9897862716,-1.184351832,0.3609893248,0,0,0,0.9970182189,-0.9903848802,0.9529184999,0,0,0,0.9962873662,-1.306457848,0.9293140839,0,0,0
yacht_hydrodynamics,CTABGAN,1.159606989,1.184451401,0.8956182635,-0.4172558894,0.7667750317,0,0,0,0.006504065041,0.1462365591,255.7188092,0.4666666667,39.49467534,0.5647992893,3.250008821,0.5993811972,-0.3971594896,0.4141389034,0,0,0,0.9897862716,-0.4285358348,0.714558783,0,0,0,0.9970182189,-0.3838155789,0.9636416362,0,0,0,0.9962873662,-0.4595126542,0.974760804,0,0,0
yacht_hydrodynamics,stasy,0.7222786587,0.900700007,0.8956182635,0.8836784565,0.8978316744,0,0,0,0.1100271003,0.6365591398,42.84537698,0.8761904762,61.01776084,0.4696614369,200.6097124,0.5993811972,0.6202648195,0.616447115,0,0,0,0.9897862716,0.9710103589,0.9849410545,0,0,0,0.9970182189,0.9807626519,0.9957487571,0,0,0,0.9962873662,0.9626759956,0.9941897713,0,0,0
yacht_hydrodynamics,TabDDPM,0.2461071322,0.5375295009,0.8956182635,0.8884163705,0.8944190003,0,0,0,0.8821138211,0.9559139785,114.3603296,0.8761904762,71.62232692,0.4144850439,219.5636156,0.5993811972,0.5860577776,0.5963382577,0,0,0,0.9897862716,0.9857880939,0.9878089808,0,0,0,0.9970182189,0.9918575701,0.9967814186,0,0,0,0.9962873662,0.9899620402,0.9967473441,0,0,0
airfoil_self_noise,oracle,0,0.2413096733,0.7624965712,0.7624965712,0.7624505825,0,0,0,1,0.9634551495,9.38E-16,1,12.58195734,0.8327368177,4.83E-05,0.5087932287,0.5087932287,0.5087932287,0,0,0,0.6605055143,0.6605055143,0.6554079213,0,0,0,0.9329225501,0.9329225501,0.9378362678,0,0,0,0.9477649919,0.9477649919,0.9477649124,0,0,0
airfoil_self_noise,CTGAN,0.684247689,0.701904213,0.7624965712,-0.5146678879,0.5378252695,0,0,0,0.03438713256,0.3357696567,81.18778964,0,14.41595334,0.464840499,15.63671025,0.5087932287,-0.3634098068,0.1670730761,0,0,0,0.6605055143,-0.3110719295,0.1916211507,0,0,0,0.9329225501,-0.4654202759,0.8988250584,0,0,0,0.9477649919,-0.9187695391,0.8937817928,0,0,0
airfoil_self_noise,GaussianCopula,0.6023376859,0.6435036133,0.7624965712,0.2998113232,0.700366837,0,0,0,0.03899057127,0.3169435216,41.98104064,0.08888888889,10.92833651,0.4875034654,1.020255963,0.5087932287,0.3771194288,0.4708430889,0,0,0,0.6605055143,0.3269038507,0.4991057634,0,0,0,0.9329225501,0.3345612962,0.9150285817,0,0,0,0.9477649919,0.1606607168,0.9164899141,0,0,0
airfoil_self_noise,TVAE,0.3643111723,0.4185523525,0.7624965712,0.2026299442,0.6953597521,0,0,0,0.1728785358,0.6279069767,18.38907439,0.5111111111,16.44765876,4.70E-01,13.34340159,0.5087932287,0.4404349965,0.4949723801,0,0,0,0.6605055143,0.2930411804,0.4585205935,0,0,0,0.9329225501,0.1936447354,0.915982402,0,0,0,0.9477649919,-0.1166011354,0.9119636328,0,0,0
airfoil_self_noise,CopulaGAN,0.6473742682,0.6847152475,0.7624965712,-0.2105291056,0.6221280119,0,0,0,0.03100388242,0.3016611296,74.10675528,0.02222222222,14.32836199,0.4698857012,12.84111031,0.5087932287,-0.1024967229,0.3376283192,0,0,0,0.6605055143,-0.07042698597,0.3414622292,0,0,0,0.9329225501,-0.1770478588,0.9130777913,0,0,0,0.9477649919,-0.4921448545,0.8963437081,0,0,0
airfoil_self_noise,CTABGAN,0.6127716343,0.6376899124,0.7624965712,0.1355843374,0.7156392477,0,0,0,0.0127010538,0.1820598007,33.27138654,0.3111111111,13.85408971,0.5117422271,6.335301081,0.5087932287,-0.06296596425,0.4558080006,0,0,0,0.6605055143,0.3286168247,0.564885492,0,0,0,0.9329225501,0.2381509669,0.9102162372,0,0,0,0.9477649919,0.03853552229,0.931647261,0,0,0
airfoil_self_noise,stasy,0.4701264277,0.516054425,0.7624965712,0.6113608919,0.7442003861,0,0,0,0.2565169163,0.7102990033,8.344585054,0.7222222222,14.53340679,0.4694631845,485.6617076,0.5087932287,0.4449746484,0.4917788884,0,0,0,0.6605055143,0.541563071,0.6252194017,0,0,0,0.9329225501,0.7333977708,0.9257349269,0,0,0,0.9477649919,0.7255080772,0.9340683275,0,0,0
airfoil_self_noise,TabDDPM,0.1137221764,0.2526151926,0.7624965712,0.732324013,0.7629327492,0,0,0,0.8897393233,0.9450719823,2.897096902,0.9222222222,12.60045236,0.3838103473,227.8136136,0.5087932287,0.5049518612,0.5077407552,0,0,0,0.6605055143,0.6401222603,0.6558413502,0,0,0,0.9329225501,0.8885129224,0.9385509625,0,0,0,0.9477649919,0.895709008,0.9495979286,0,0,0
connectionist_bench_sonar,oracle,0,8.528049775,0,0,0,0.8203080724,0.8203080724,0.8046159136,1,0.9841269841,0,0,0,0.8310888591,0.0001098314921,0,0,0,0.7193842323,0.7193842323,0.719782414,0,0,0,0.8401233699,0.8401233699,0.8401233699,0,0,0,0.8329529656,0.8329529656,0.8503406872,0,0,0,0.8887717218,0.8887717218,0.8082171833
connectionist_bench_sonar,CTGAN,13.25847979,13.99110957,0,0,0,0.8203080724,0.3956413329,0.7917612705,0.001204819277,0.01904761905,0,0,0,0.6032529045,26.37841996,0,0,0,0.7193842323,0.4382378594,0.7233199901,0,0,0,0.8401233699,0.4067886235,0.7796951711,0,0,0,0.8329529656,0.3716819156,0.8319326189,0,0,0,0.8887717218,0.3658569333,0.832097302
connectionist_bench_sonar,GaussianCopula,9.171900087,10.22391924,0,0,0,0.8203080724,0.6377560519,0.7803420996,0.2040160643,0.7253968254,0,0,0,8.33E-01,9.614300092,0,0,0,0.7193842323,0.628379609,0.7374613851,0,0,0,0.8401233699,0.6209378405,0.7676998217,0,0,0,0.8329529656,0.6690875813,0.8121603722,0,0,0,0.8887717218,0.6326191769,0.8040468193
connectionist_bench_sonar,TVAE,8.438697759,9.531505991,0,0,0,0.8203080724,0.7374729284,0.7959351428,0.3273092369,0.8238095238,0,0,0,0.4411041786,18.25384204,0,0,0,0.7193842323,0.7271169975,0.7248327656,0,0,0,0.8401233699,0.7349664757,0.8086957234,0,0,0,0.8329529656,0.7461578165,0.8142552881,0,0,0,0.8887717218,0.7416504238,0.8359567943
connectionist_bench_sonar,CopulaGAN,15.46644109,16.00608531,0,0,0,0.8203080724,0.4439209731,0.7851670956,0,0.001587301587,0,0,0,0.8407036534,41.4459583,0,0,0,0.7193842323,0.4294530984,0.7252954537,0,0,0,0.8401233699,0.471889585,0.7722914277,0,0,0,0.8329529656,0.4076280967,0.8174604557,0,0,0,0.8887717218,0.4667131123,0.8256210453
connectionist_bench_sonar,CTABGAN,8.360149768,9.314411162,0,0,0,0.8203080724,0.5136741192,0.7970808719,0.4,0.8571428571,0,0,0,0.5073281109,8.558498462,0,0,0,0.7193842323,0.5491480946,0.7417401939,0,0,0,0.8401233699,0.5035644002,0.757670625,0,0,0,0.8329529656,0.5072614687,0.8522066704,0,0,0,0.8887717218,0.4947225133,0.8367059982
connectionist_bench_sonar,stasy,17.59537285,18.2890446,0,0,0,0.8203080724,0.5767974188,0.7930412348,0.00843373494,0.0873015873,0,0,0,0.4964285811,189.4971592,0,0,0,0.7193842323,0.5725674699,0.7138848923,0,0,0,0.8401233699,0.5952890557,0.7916052817,0,0,0,0.8329529656,0.5079389676,0.8406890112,0,0,0,0.8887717218,0.6313941822,0.825985754
connectionist_bench_sonar,TabDDPM,26.23644797,26.64612975,0,0,0,0.8203080724,0.4455105416,0.7811170529,0.0546184739,0.1698412698,0,0,0,0.580657349,227.2732236,0,0,0,0.7193842323,0.5039718328,0.7023447661,0,0,0,0.8401233699,0.4359423263,0.7880303155,0,0,0,0.8329529656,0.4460988824,0.8103141517,0,0,0,0.8887717218,0.3960291249,0.8237789784
ionosphere,oracle,0,4.417807475,0,0,0,0.9129495335,0.9129495335,0.9144347841,1,0.9530516432,0,0,0,0.8313317113,0.0001103878021,0,0,0,0.8506690212,0.8506690212,0.8506690212,0,0,0,0.9387153881,0.9387153881,0.9387153881,0,0,0,0.9399530096,0.9399530096,0.9458940122,0,0,0,0.922460715,0.922460715,0.922460715
ionosphere,CTGAN,8.036152134,8.18513308,0,0,0,0.9129495335,0.4690435542,0.8932593012,0.04095238095,0.0882629108,0,0,0,4.93E-01,18.90013957,0,0,0,0.8506690212,0.4201406648,0.817965995,0,0,0,0.9387153881,0.4828416792,0.9014988676,0,0,0,0.9399530096,0.4936339562,0.9312079998,0,0,0,0.922460715,0.4795579167,0.9223643422
ionosphere,GaussianCopula,7.146821745,7.531703647,0,0,0,0.9129495335,0.6502837896,0.8987040782,0.06904761905,0.09107981221,0,0,0,0.8667160585,6.24084576,0,0,0,0.8506690212,0.672761577,0.8398675564,0,0,0,0.9387153881,0.5698912598,0.9079311601,0,0,0,0.9399530096,0.6903259666,0.9330357057,0,0,0,0.922460715,0.6681563548,0.9139818905
ionosphere,TVAE,4.719684664,5.113302119,0,0,0,0.9129495335,0.8212541356,0.9067236396,0.1564285714,0.3802816901,0,0,0,0.4407494643,14.60356259,0,0,0,0.8506690212,0.7989647146,0.8644231007,0,0,0,0.9387153881,0.8224219448,0.9176351852,0,0,0,0.9399530096,0.8528679151,0.9307253681,0,0,0,0.922460715,0.810761968,0.9141109045
ionosphere,CopulaGAN,9.324023683,9.578973722,0,0,0,0.9129495335,0.3463186039,0.8769949708,0.03333333333,0.0676056338,0,0,0,0.8728900832,26.74688466,0,0,0,0.8506690212,0.2750893376,0.8200223514,0,0,0,0.9387153881,0.3926011206,0.8484208052,0,0,0,0.9399530096,0.3519375403,0.9313924984,0,0,0,0.922460715,0.3656464171,0.9081442283
ionosphere,CTABGAN,5.616943613,5.82351458,0,0,0,0.9129495335,0.6645837198,0.8921197993,0.06833333333,0.19342723,0,0,0,0.4984047641,7.928587675,0,0,0,0.8506690212,0.670737609,0.8318854368,0,0,0,0.9387153881,0.6273557366,0.8926926573,0,0,0,0.9399530096,0.6997128453,0.9358041842,0,0,0,0.922460715,0.6605286883,0.9080969188
ionosphere,stasy,5.845960192,6.449373629,0,0,0,0.9129495335,0.799416346,0.8973592521,0.1957142857,0.3267605634,0,0,0,0.4475468798,208.3272459,0,0,0,0.8506690212,0.7780941666,0.8345799681,0,0,0,0.9387153881,0.7893401755,0.9038498171,0,0,0,0.9399530096,0.8050458707,0.9323382184,0,0,0,0.922460715,0.8251851713,0.9186690048
ionosphere,TabDDPM,8.096919921,8.844235972,0,0,0,0.9129495335,0.8300152285,0.8940709606,0.6442857143,0.8234741784,0,0,0,0.3924784955,386.5326788,0,0,0,0.8506690212,0.7841840454,0.8464992049,0,0,0,0.9387153881,0.8191318455,0.8836365603,0,0,0,0.9399530096,0.8835194505,0.9385361298,0,0,0,0.922460715,0.8332255727,0.9076119475
qsar_biodegradation,oracle,0,1.37611821,0,0,0,0.8512666078,0.8512666078,0.8491600359,1,0.9605055292,0,0,0,8.34E-01,0.0001262029012,0,0,0,0.8555204561,0.8555204561,0.852312713,0,0,0,0.8302144943,0.8302144943,0.8302144943,0,0,0,0.8621689851,0.8621689851,0.8568064249,0,0,0,0.8571624959,0.8571624959,0.8573065113
qsar_biodegradation,CTGAN,3.486665963,3.566836589,0,0,0,0.8512666078,0.4795516871,0.8381637788,0.001105845182,0.02969984202,0,0,0,0.5367262481,25.12912607,0,0,0,0.8555204561,0.4849476419,0.8104566278,0,0,0,0.8302144943,0.4993110202,0.8298705577,0,0,0,0.8621689851,0.437849317,0.8590128723,0,0,0,0.8571624959,0.4960987693,0.8533150575
qsar_biodegradation,GaussianCopula,4.540394868,4.709822671,0,0,0,0.8512666078,0.6758715422,0.8440798213,0.001105845182,0.002843601896,0,0,0,0.8831701226,8.890733798,0,0,0,0.8555204561,0.6145125971,0.8298602689,0,0,0,0.8302144943,0.6786623045,0.8313251317,0,0,0,0.8621689851,0.7271272811,0.8566854221,0,0,0,0.8571624959,0.6831839863,0.8584484626
qsar_biodegradation,TVAE,1.8604495,1.978960888,0,0,0,0.8512666078,0.7578960906,0.8378518615,0.1124012638,0.4963665087,0,0,0,0.4852745662,25.22033381,0,0,0,0.8555204561,0.7413392268,0.8240030757,0,0,0,0.8302144943,0.7633255517,0.8269612722,0,0,0,0.8621689851,0.7461662431,0.8493144154,0,0,0,0.8571624959,0.7807533407,0.8511286829
qsar_biodegradation,CopulaGAN,4.862838401,4.946046463,0,0,0,0.8512666078,0.4349297887,0.8365515623,0,0.0009478672986,0,0,0,0.8662850368,33.75328024,0,0,0,0.8555204561,0.4311154711,0.813466034,0,0,0,0.8302144943,0.4485134368,0.8236853666,0,0,0,0.8621689851,0.411785212,0.8597515429,0,0,0,0.8571624959,0.4483050349,0.8493033058
qsar_biodegradation,CTABGAN,3.424737882,3.490434812,0,0,0,0.8512666078,0.4472235047,0.8379174055,0.0006319115324,0.01327014218,0,0,0,0.8080462524,15.59431895,0,0,0,0.8555204561,0.4685448863,0.8195518521,0,0,0,0.8302144943,0.4589567125,0.8217673734,0,0,0,0.8621689851,0.4051315598,0.8581624301,0,0,0,0.8571624959,0.4562608601,0.8521879665
qsar_biodegradation,stasy,2.848381703,3.067302809,0,0,0,0.8512666078,0.7266350094,0.838954047,0.0355450237,0.2840442338,0,0,0,0.4787489241,293.7012475,0,0,0,0.8555204561,0.7529617666,0.823483342,0,0,0,0.8302144943,0.7214387505,0.8218327007,0,0,0,0.8621689851,0.7160221876,0.8575368037,0,0,0,0.8571624959,0.7161173327,0.8529633419
qsar_biodegradation,TabDDPM,19.11630541,19.13319565,0,0,0,0.8512666078,0.3869676532,0.8308362959,7.90E-05,0,0.00E+00,0,0,8.08E-01,411.5941953,0,0,0,0.8555204561,0.3897801052,0.7904225143,0,0,0,0.8302144943,0.4005648053,0.81888631,0,0,0,0.8621689851,0.4068462031,0.859581699,0,0,0,0.8571624959,0.3506794991,0.8544546603
seeds,oracle,0,0.4597781875,0,0,0,0.8711821463,0.8711821463,0.8744302201,1,0.9761904762,0,0,0,0.8322919972,4.43E-05,0,0,0,0.936659665,0.936659665,0.936659665,0,0,0,0.6485722286,0.6485722286,0.6485722286,0,0,0,0.9634046442,0.9634046442,0.9681563505,0,0,0,0.9360920476,0.9360920476,0.9443326363
seeds,CTGAN,1.741254992,1.827668266,0,0,0,0.8711821463,0.3576095809,0.912550609,0.0123015873,0.0746031746,0,0,0,0.4649150379,9.359215657,0,0,0,0.936659665,0.3635428123,0.905455176,0,0,0,0.6485722286,0.3486215228,0.8690145149,0,0,0,0.9634046442,0.3425302392,0.947149752,0,0,0,0.9360920476,0.3757437494,0.9285829932
